class,filename,width,height,mode,mean_intensity,contrast,filepath
COVID,COVID-1013.png,299,299,L,126.3445151620228,60.58318154430705,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1013.png
COVID,COVID-1014.png,299,299,L,127.94956432254673,35.88702097040632,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1014.png
COVID,COVID-1015.png,299,299,L,108.46757866243107,71.1827472383495,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1015.png
COVID,COVID-1016.png,299,299,L,139.0360286797687,54.19929824740442,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1016.png
COVID,COVID-1017.png,299,299,L,152.50835001845616,58.3658554381322,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1017.png
COVID,COVID-1018.png,299,299,L,140.58480330197648,68.35304205129981,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1018.png
COVID,COVID-1019.png,299,299,L,139.68245321640697,58.25105763541807,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1019.png
COVID,COVID-102.png,299,299,L,97.79265332602543,42.0391279502689,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-102.png
COVID,COVID-1020.png,299,299,L,141.94000067113342,34.167443776187675,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1020.png
COVID,COVID-1021.png,299,299,L,184.9553025133947,72.30480066466608,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1021.png
COVID,COVID-1022.png,299,299,L,144.48251138130445,52.4529410477467,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1022.png
COVID,COVID-1023.png,299,299,L,143.7533920202235,34.117925838859726,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1023.png
COVID,COVID-1024.png,299,299,L,131.55339425733493,78.65542036766641,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1024.png
COVID,COVID-1025.png,299,299,L,147.077079674724,50.99165630029833,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1025.png
COVID,COVID-1026.png,299,299,L,150.02131967203945,32.68173714176783,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1026.png
COVID,COVID-1027.png,299,299,L,166.84887193655553,69.12683901610605,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1027.png
COVID,COVID-1028.png,299,299,L,160.08902584982272,60.912498222600924,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1028.png
COVID,COVID-1029.png,299,299,L,146.28299459737588,36.88256530108266,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1029.png
COVID,COVID-103.png,299,299,L,143.27027661882977,62.09844371970043,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-103.png
COVID,COVID-1030.png,299,299,L,146.23680943166184,57.50138789278341,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1030.png
COVID,COVID-1031.png,299,299,L,149.46809319806266,47.660210417591635,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1031.png
COVID,COVID-1032.png,299,299,L,125.12542365297928,40.185932199030304,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1032.png
COVID,COVID-1033.png,299,299,L,165.01935101397075,73.52768172529792,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1033.png
COVID,COVID-1034.png,299,299,L,147.44304873547276,52.32380816097819,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1034.png
COVID,COVID-1035.png,299,299,L,110.17947226541091,35.77224057714946,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1035.png
COVID,COVID-1036.png,299,299,L,151.8722050088925,76.16311958130508,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1036.png
COVID,COVID-1037.png,299,299,L,143.52277938725518,61.073213290953376,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1037.png
COVID,COVID-1038.png,299,299,L,122.85873759801345,91.12548672274029,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1038.png
COVID,COVID-1039.png,299,299,L,154.0401337792642,52.8946293478833,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1039.png
COVID,COVID-104.png,299,299,L,138.7426874419749,40.72113553022131,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-104.png
COVID,COVID-1040.png,299,299,L,160.10167671502555,48.31867567579955,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1040.png
COVID,COVID-1041.png,299,299,L,150.37811657587721,76.6266212778457,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1041.png
COVID,COVID-1042.png,299,299,L,147.77711658706278,49.980343651980306,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1042.png
COVID,COVID-1043.png,299,299,L,154.59418798447444,55.74637311082002,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1043.png
COVID,COVID-1044.png,299,299,L,159.42771333653985,74.11678777723833,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1044.png
COVID,COVID-1045.png,299,299,L,134.0052683974452,52.84216867214416,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1045.png
COVID,COVID-1046.png,299,299,L,189.66325880023714,56.66715866077811,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1046.png
COVID,COVID-1047.png,299,299,L,128.3077034932495,60.481415451543874,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1047.png
COVID,COVID-1048.png,299,299,L,146.5677788839051,54.605912494874715,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1048.png
COVID,COVID-1049.png,299,299,L,190.77519267122292,55.097656039195364,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1049.png
COVID,COVID-105.png,299,299,L,110.61999306495453,45.58673946599737,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-105.png
COVID,COVID-1050.png,299,299,L,167.4083511370119,71.39235263010112,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1050.png
COVID,COVID-1051.png,299,299,L,135.44043131508596,65.89164817139961,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1051.png
COVID,COVID-1052.png,299,299,L,115.17286160110066,56.45314142877414,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1052.png
COVID,COVID-1053.png,299,299,L,160.8511873468977,50.20406586966846,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1053.png
COVID,COVID-1054.png,299,299,L,126.96860214091565,31.35641071035801,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1054.png
COVID,COVID-1055.png,299,299,L,155.30527622733527,51.763652234739894,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1055.png
COVID,COVID-1056.png,299,299,L,107.98205836623751,52.64294845198258,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1056.png
COVID,COVID-1057.png,299,299,L,69.09445084506885,52.022194341649595,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1057.png
COVID,COVID-1058.png,299,299,L,151.81690361405353,56.196131042846034,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1058.png
COVID,COVID-1059.png,299,299,L,143.91293162268877,59.82606286194171,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1059.png
COVID,COVID-106.png,299,299,L,166.97408306394783,68.35903243434294,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-106.png
COVID,COVID-1060.png,299,299,L,67.41394391561616,56.72937147434213,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1060.png
COVID,COVID-1061.png,299,299,L,150.22053444592342,53.60299069487256,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1061.png
COVID,COVID-1062.png,299,299,L,145.54312591581748,38.710172359189514,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1062.png
COVID,COVID-1063.png,299,299,L,60.62885202626369,52.63971002568783,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1063.png
COVID,COVID-1064.png,299,299,L,149.93873670316887,50.33479676997061,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1064.png
COVID,COVID-1065.png,299,299,L,164.7361103343363,60.537602114129136,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1065.png
COVID,COVID-1066.png,299,299,L,149.31391147750026,37.13676266840471,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1066.png
COVID,COVID-1067.png,299,299,L,146.36035391103007,65.40272686555979,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1067.png
COVID,COVID-1068.png,299,299,L,161.91681301104015,52.40333769154727,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1068.png
COVID,COVID-1069.png,299,299,L,151.56681692598517,33.21917952330237,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1069.png
COVID,COVID-107.png,299,299,L,135.83568416460665,62.16993643745646,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-107.png
COVID,COVID-1070.png,299,299,L,145.61348307065916,49.38054151154534,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1070.png
COVID,COVID-1071.png,299,299,L,150.9446762340466,35.86945410381923,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1071.png
COVID,COVID-1072.png,299,299,L,153.9792619769354,39.62182663777172,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1072.png
COVID,COVID-1073.png,299,299,L,144.31743492802093,61.69645384297399,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1073.png
COVID,COVID-1074.png,299,299,L,156.89509065894117,52.607481276159966,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1074.png
COVID,COVID-1075.png,299,299,L,139.3725685395018,67.34416722792125,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1075.png
COVID,COVID-1076.png,299,299,L,141.95746132593595,40.32741570908871,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1076.png
COVID,COVID-1077.png,299,299,L,157.36586839073388,48.81008525567741,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1077.png
COVID,COVID-1078.png,299,299,L,124.27094775226227,27.26797670491713,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1078.png
COVID,COVID-1079.png,299,299,L,130.39148331674141,42.11347033926092,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1079.png
COVID,COVID-108.png,299,299,L,126.8234136083489,89.83856153908911,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-108.png
COVID,COVID-1080.png,299,299,L,133.898244986074,56.23632230532435,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1080.png
COVID,COVID-1081.png,299,299,L,85.66737508528988,58.182620247221195,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1081.png
COVID,COVID-1082.png,299,299,L,121.60405364593237,53.71574002157322,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1082.png
COVID,COVID-1083.png,299,299,L,160.86481135557767,49.679955357678516,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1083.png
COVID,COVID-1084.png,299,299,L,137.98856836053287,68.12201086014537,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1084.png
COVID,COVID-1085.png,299,299,L,144.50619120591492,41.52827265632529,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1085.png
COVID,COVID-1086.png,299,299,L,57.835952617979665,15.044313272922816,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1086.png
COVID,COVID-1087.png,299,299,L,151.6358318139618,41.94913547335595,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1087.png
COVID,COVID-1088.png,299,299,L,123.03026811780629,45.73225608586086,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1088.png
COVID,COVID-1089.png,299,299,L,140.2491135445912,61.837069524997574,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1089.png
COVID,COVID-109.png,299,299,L,119.50928960526169,42.09050211489855,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-109.png
COVID,COVID-1090.png,299,299,L,114.08237044328364,60.5377188066013,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1090.png
COVID,COVID-1091.png,299,299,L,173.39049898770708,46.67790693924353,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1091.png
COVID,COVID-1092.png,299,299,L,164.16194449726513,78.99572362928157,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1092.png
COVID,COVID-1093.png,299,299,L,156.2296730461628,37.21777587016053,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1093.png
COVID,COVID-1094.png,299,299,L,182.58123510922695,43.52644696422209,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1094.png
COVID,COVID-1095.png,299,299,L,104.81104238207627,60.69686266026377,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1095.png
COVID,COVID-1096.png,299,299,L,68.82844710909274,52.49779625445084,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1096.png
COVID,COVID-1097.png,299,299,L,172.5816825315153,44.25514685184055,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1097.png
COVID,COVID-1098.png,299,299,L,117.206351159383,61.44962517177327,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1098.png
COVID,COVID-1099.png,299,299,L,155.9714209013322,71.33053037122825,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1099.png
COVID,COVID-11.png,299,299,L,149.83344705316495,46.003268744610814,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-11.png
COVID,COVID-110.png,299,299,L,147.2875247480453,76.49546627351575,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-110.png
COVID,COVID-1100.png,299,299,L,164.69142403328823,35.35752076611571,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1100.png
COVID,COVID-1101.png,299,299,L,117.74123331953781,60.55080837409497,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1101.png
COVID,COVID-1102.png,299,299,L,162.62283419648548,57.83380247869744,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1102.png
COVID,COVID-1103.png,299,299,L,147.07725864363934,43.49031031573102,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1103.png
COVID,COVID-1104.png,299,299,L,130.1894274113265,65.89775183751085,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1104.png
COVID,COVID-1105.png,299,299,L,145.88369257614568,59.43528393398604,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1105.png
COVID,COVID-1106.png,299,299,L,172.84108678873838,37.2242147857924,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1106.png
COVID,COVID-1107.png,299,299,L,129.34500732653999,58.82330235098692,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1107.png
COVID,COVID-1108.png,299,299,L,159.88131005246026,77.48470944641385,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1108.png
COVID,COVID-1109.png,299,299,L,163.86530352009484,41.11717274377913,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1109.png
COVID,COVID-111.png,299,299,L,131.47088958736478,54.37581543124305,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-111.png
COVID,COVID-1110.png,299,299,L,144.0542611380186,46.96946026320032,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1110.png
COVID,COVID-1111.png,299,299,L,154.71515978568473,37.110009140724465,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1111.png
COVID,COVID-1112.png,299,299,L,133.08328765897474,60.5615648206271,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1112.png
COVID,COVID-1113.png,299,299,L,112.94110804129707,38.042326261927045,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1113.png
COVID,COVID-1114.png,299,299,L,160.93973221776042,43.89068927429801,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1114.png
COVID,COVID-1115.png,299,299,L,151.84957662665965,60.10923129314762,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1115.png
COVID,COVID-1116.png,299,299,L,134.86743996152168,54.45522293516124,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1116.png
COVID,COVID-1117.png,299,299,L,66.20208946208655,57.440225760875315,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1117.png
COVID,COVID-1118.png,299,299,L,159.6426214471874,48.61925005239481,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1118.png
COVID,COVID-1119.png,299,299,L,142.69782217201148,54.9966379932164,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1119.png
COVID,COVID-112.png,299,299,L,128.5333049965884,43.13152622288761,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-112.png
COVID,COVID-1120.png,299,299,L,57.68324739096878,53.402550690156495,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1120.png
COVID,COVID-1121.png,299,299,L,171.52283531504122,45.27733154263174,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1121.png
COVID,COVID-1122.png,299,299,L,131.48487153387546,56.7372265016086,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1122.png
COVID,COVID-1123.png,299,299,L,164.72819095983266,51.11316900452797,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1123.png
COVID,COVID-1124.png,299,299,L,179.49356271182648,46.486601897123684,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1124.png
COVID,COVID-1125.png,299,299,L,141.66445565485844,76.52499483952305,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1125.png
COVID,COVID-1126.png,299,299,L,171.94224896813236,59.8800167986033,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1126.png
COVID,COVID-1127.png,299,299,L,145.02096173420878,25.997423906896195,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1127.png
COVID,COVID-1128.png,299,299,L,168.58866231921343,60.071605749649045,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1128.png
COVID,COVID-1129.png,299,299,L,107.75866041766871,74.44994189778143,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1129.png
COVID,COVID-113.png,299,299,L,151.20286126553395,81.84603309568897,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-113.png
COVID,COVID-1130.png,299,299,L,113.64501515643002,53.62746573920751,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1130.png
COVID,COVID-1131.png,299,299,L,165.95312132973905,51.64612890596555,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1131.png
COVID,COVID-1132.png,299,299,L,136.8063444480487,93.23146187047051,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1132.png
COVID,COVID-1133.png,299,299,L,150.06742653885303,42.57253201848192,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1133.png
COVID,COVID-1134.png,299,299,L,119.08800796411673,82.89680950083284,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1134.png
COVID,COVID-1135.png,299,299,L,117.43186317826422,44.036219839854944,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1135.png
COVID,COVID-1136.png,299,299,L,150.01648751132538,33.09747488874017,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1136.png
COVID,COVID-1137.png,299,299,L,138.16743660585453,101.24854501529104,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1137.png
COVID,COVID-1138.png,299,299,L,151.96313240344068,53.37875546128656,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1138.png
COVID,COVID-1139.png,299,299,L,149.9220031095849,30.47898167475732,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1139.png
COVID,COVID-114.png,299,299,L,147.06351159383004,68.65362987875295,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-114.png
COVID,COVID-1140.png,299,299,L,121.5334280377177,73.2244808244501,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1140.png
COVID,COVID-1141.png,299,299,L,167.4752295835617,36.49527404832368,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1141.png
COVID,COVID-1142.png,299,299,L,158.84302189013545,24.46240931200945,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1142.png
COVID,COVID-1143.png,299,299,L,104.75536067829219,54.46072292415131,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1143.png
COVID,COVID-1144.png,299,299,L,83.38206507757184,30.446071044669853,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1144.png
COVID,COVID-1145.png,299,299,L,107.68068589836803,56.279063205955026,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1145.png
COVID,COVID-1146.png,299,299,L,160.91400543618082,56.52090605883006,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1146.png
COVID,COVID-1147.png,299,299,L,140.5301618550128,42.27137136698073,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1147.png
COVID,COVID-1148.png,299,299,L,160.79017013232513,68.74349732380126,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1148.png
COVID,COVID-1149.png,299,299,L,142.27915795125335,51.684319794268106,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1149.png
COVID,COVID-115.png,299,299,L,68.81879397322177,52.626104111500595,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-115.png
COVID,COVID-1150.png,299,299,L,155.06034608114004,39.32855448603198,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1150.png
COVID,COVID-1151.png,299,299,L,144.7940515206765,51.737996938916744,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1151.png
COVID,COVID-1152.png,299,299,L,169.66814688873725,50.01464249997985,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1152.png
COVID,COVID-1153.png,299,299,L,129.56484826791646,34.99512552079955,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1153.png
COVID,COVID-1154.png,299,299,L,163.78036039865327,54.89764824702189,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1154.png
COVID,COVID-1155.png,299,299,L,135.77029339716557,58.78347437504158,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1155.png
COVID,COVID-1156.png,299,299,L,152.7683471102113,57.62989095786723,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1156.png
COVID,COVID-1157.png,299,299,L,163.18750349548662,46.85817530306532,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1157.png
COVID,COVID-1158.png,299,299,L,157.7234035413474,52.72304644492177,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1158.png
COVID,COVID-1159.png,299,299,L,150.7652151541929,58.896638222153925,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1159.png
COVID,COVID-116.png,299,299,L,143.75099831098086,82.70143941337324,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-116.png
COVID,COVID-1160.png,299,299,L,173.55487075088647,44.824629674292105,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1160.png
COVID,COVID-1161.png,299,299,L,136.55343899956375,75.35695208001171,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1161.png
COVID,COVID-1162.png,299,299,L,127.66956745450274,44.21713184661313,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1162.png
COVID,COVID-1163.png,299,299,L,188.6532700976499,48.96136641290619,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1163.png
COVID,COVID-1164.png,299,299,L,160.06950705249383,56.189256623043974,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1164.png
COVID,COVID-1165.png,299,299,L,152.71835885504638,47.612314950610305,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1165.png
COVID,COVID-1166.png,299,299,L,141.1143163946712,77.24931196744394,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1166.png
COVID,COVID-1167.png,299,299,L,133.86686949810405,58.59112909777849,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1167.png
COVID,COVID-1168.png,299,299,L,167.6177559535128,64.53954818462906,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1168.png
COVID,COVID-1169.png,299,299,L,163.4339548774622,40.736252240244724,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1169.png
COVID,COVID-117.png,299,299,L,122.88107515575888,34.041442825705495,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-117.png
COVID,COVID-1170.png,299,299,L,144.00697978769813,75.10223168915397,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1170.png
COVID,COVID-1171.png,299,299,L,163.45784722765964,39.730176195978544,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1171.png
COVID,COVID-1172.png,299,299,L,122.38419033344147,92.51064531495668,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1172.png
COVID,COVID-1173.png,299,299,L,107.98771825818503,38.25368768613892,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1173.png
COVID,COVID-1174.png,299,299,L,131.6563908681111,88.45378712277059,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1174.png
COVID,COVID-1175.png,299,299,L,148.2142146061006,65.08137678261193,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1175.png
